week,date,section,code,stage,count
4,Oct. 6,L04,L04-4-35,Adults,0
4,Oct. 6,L04,L04-4-35,Pupae,0
4,Oct. 6,L04,L04-4-35,Larvae,0
5,Oct. 13,L04,L04-4-35,Adults,0
5,Oct. 13,L04,L04-4-35,Pupae,0
5,Oct. 13,L04,L04-4-35,Larvae,9
6,Oct 20,L04,L04-4-35,Adults,0
6,Oct 20,L04,L04-4-35,Pupae,1
6,Oct 20,L04,L04-4-35,Larvae,8
7,Oct. 27,L04,L04-4-35,Adults,1
7,Oct. 27,L04,L04-4-35,Pupae,3
7,Oct. 27,L04,L04-4-35,Larvae,9
8,Nov 3,L04,L04-4-35,Adults,6
8,Nov 3,L04,L04-4-35,Pupae,2
8,Nov 3,L04,L04-4-35,Larvae,5
9,Nov 10,L04,L04-4-35,Adults,8
9,Nov 10,L04,L04-4-35,Pupae,2
9,Nov 10,L04,L04-4-35,Larvae,2
10,Nov 17,L04,L04-4-35,Adults,9
10,Nov 17,L04,L04-4-35,Pupae,2
10,Nov 17,L04,L04-4-35,Larvae,0
11,Nov 24,L04,L04-4-35,Adults,9
11,Nov 24,L04,L04-4-35,Pupae,0
11,Nov 24,L04,L04-4-35,Larvae,2
12,Dec. 1,L04,L04-4-35,Adults,9
12,Dec. 1,L04,L04-4-35,Pupae,0
12,Dec. 1,L04,L04-4-35,Larvae,3
13,Dec. 8,L04,L04-4-35,Adults,9
13,Dec. 8,L04,L04-4-35,Pupae,0
13,Dec. 8,L04,L04-4-35,Larvae,9
14,Dec. 15,L04,L04-4-35,Adults,9
14,Dec. 15,L04,L04-4-35,Pupae,0
14,Dec. 15,L04,L04-4-35,Larvae,11
15,Dec. 22,L04,L04-4-35,Adults,11
15,Dec. 22,L04,L04-4-35,Pupae,0
15,Dec. 22,L04,L04-4-35,Larvae,18
16,Dec 29,L04,L04-4-35,Adults,9
16,Dec 29,L04,L04-4-35,Pupae,2
16,Dec 29,L04,L04-4-35,Larvae,18
17,Jan. 5,L04,L04-4-35,Adults,9
17,Jan. 5,L04,L04-4-35,Pupae,1
17,Jan. 5,L04,L04-4-35,Larvae,19
18,Jan 12,L04,L04-4-35,Adults,10
18,Jan 12,L04,L04-4-35,Pupae,2
18,Jan 12,L04,L04-4-35,Larvae,16
19,Jan 19,L04,L04-4-35,Adults,8
19,Jan 19,L04,L04-4-35,Pupae,4
19,Jan 19,L04,L04-4-35,Larvae,13
20,Jan 26,L04,L04-4-35,Adults,11
20,Jan 26,L04,L04-4-35,Pupae,2
20,Jan 26,L04,L04-4-35,Larvae,10
21,Feb 2,L04,L04-4-35,Adults,13
21,Feb 2,L04,L04-4-35,Pupae,0
21,Feb 2,L04,L04-4-35,Larvae,9
22,Feb 9,L04,L04-4-35,Adults,12
22,Feb 9,L04,L04-4-35,Pupae,3
22,Feb 9,L04,L04-4-35,Larvae,5
23,Feb 16,L04,L04-4-35,Adults,13
23,Feb 16,L04,L04-4-35,Pupae,2
23,Feb 16,L04,L04-4-35,Larvae,2
24,Feb 23,L04,L04-4-35,Adults,12
24,Feb 23,L04,L04-4-35,Pupae,0
24,Feb 23,L04,L04-4-35,Larvae,1
25,Mar 1,L04,L04-4-35,Adults,10
25,Mar 1,L04,L04-4-35,Pupae,1
25,Mar 1,L04,L04-4-35,Larvae,0
26,Mar 8,L04,L04-4-35,Adults,8
26,Mar 8,L04,L04-4-35,Pupae,0
26,Mar 8,L04,L04-4-35,Larvae,0
27,Mar 15,L04,L04-4-35,Adults,8
27,Mar 15,L04,L04-4-35,Pupae,0
27,Mar 15,L04,L04-4-35,Larvae,1
28,Mar 22,L04,L04-4-35,Adults,4
28,Mar 22,L04,L04-4-35,Pupae,0
28,Mar 22,L04,L04-4-35,Larvae,1
1,Sep 15,L04,L04-5-35,Adults,5
1,Sep 15,L04,L04-5-35,Pupae,0
1,Sep 15,L04,L04-5-35,Larvae,0
2,Sep. 22,L04,L04-5-35,Adults,3
2,Sep. 22,L04,L04-5-35,Pupae,0
2,Sep. 22,L04,L04-5-35,Larvae,0
3,Sep. 29,L04,L04-5-35,Adults,2
3,Sep. 29,L04,L04-5-35,Pupae,0
3,Sep. 29,L04,L04-5-35,Larvae,0
4,Oct. 6,L04,L04-5-35,Adults,1
4,Oct. 6,L04,L04-5-35,Pupae,0
4,Oct. 6,L04,L04-5-35,Larvae,0
5,Oct. 13,L04,L04-5-35,Adults,1
5,Oct. 13,L04,L04-5-35,Pupae,0
5,Oct. 13,L04,L04-5-35,Larvae,0
6,Oct 20,L04,L04-5-35,Adults,1
6,Oct 20,L04,L04-5-35,Pupae,1
6,Oct 20,L04,L04-5-35,Larvae,3
7,Oct. 27,L04,L04-5-35,Adults,1
7,Oct. 27,L04,L04-5-35,Pupae,1
7,Oct. 27,L04,L04-5-35,Larvae,3
8,Nov 3,L04,L04-5-35,Adults,1
8,Nov 3,L04,L04-5-35,Pupae,0
8,Nov 3,L04,L04-5-35,Larvae,1
9,Nov 10,L04,L04-5-35,Adults,2
9,Nov 10,L04,L04-5-35,Pupae,0
9,Nov 10,L04,L04-5-35,Larvae,5
10,Nov 17,L04,L04-5-35,Adults,3
10,Nov 17,L04,L04-5-35,Pupae,0
10,Nov 17,L04,L04-5-35,Larvae,1
11,Nov 24,L04,L04-5-35,Adults,4
11,Nov 24,L04,L04-5-35,Pupae,0
11,Nov 24,L04,L04-5-35,Larvae,0
12,Dec. 1,L04,L04-5-35,Adults,4
12,Dec. 1,L04,L04-5-35,Pupae,0
12,Dec. 1,L04,L04-5-35,Larvae,0
13,Dec. 8,L04,L04-5-35,Adults,4
13,Dec. 8,L04,L04-5-35,Pupae,0
13,Dec. 8,L04,L04-5-35,Larvae,0
14,Dec. 15,L04,L04-5-35,Adults,4
14,Dec. 15,L04,L04-5-35,Pupae,0
14,Dec. 15,L04,L04-5-35,Larvae,0
15,Dec. 22,L04,L04-5-35,Adults,4
15,Dec. 22,L04,L04-5-35,Pupae,0
15,Dec. 22,L04,L04-5-35,Larvae,3
16,Dec 29,L04,L04-5-35,Adults,4
16,Dec 29,L04,L04-5-35,Pupae,0
16,Dec 29,L04,L04-5-35,Larvae,2
17,Jan. 5,L04,L04-5-35,Adults,4
17,Jan. 5,L04,L04-5-35,Pupae,0
17,Jan. 5,L04,L04-5-35,Larvae,2
18,Jan 12,L04,L04-5-35,Adults,4
18,Jan 12,L04,L04-5-35,Pupae,0
18,Jan 12,L04,L04-5-35,Larvae,3
19,Jan 19,L04,L04-5-35,Adults,4
19,Jan 19,L04,L04-5-35,Pupae,0
19,Jan 19,L04,L04-5-35,Larvae,3
20,Jan 26,L04,L04-5-35,Adults,3
20,Jan 26,L04,L04-5-35,Pupae,1
20,Jan 26,L04,L04-5-35,Larvae,2
21,Feb 2,L04,L04-5-35,Adults,4
21,Feb 2,L04,L04-5-35,Pupae,2
21,Feb 2,L04,L04-5-35,Larvae,0
22,Feb 9,L04,L04-5-35,Adults,5
22,Feb 9,L04,L04-5-35,Pupae,0
22,Feb 9,L04,L04-5-35,Larvae,0
23,Feb 16,L04,L04-5-35,Adults,4
23,Feb 16,L04,L04-5-35,Pupae,0
23,Feb 16,L04,L04-5-35,Larvae,0
24,Feb 23,L04,L04-5-35,Adults,3
24,Feb 23,L04,L04-5-35,Pupae,0
24,Feb 23,L04,L04-5-35,Larvae,0
25,Mar 1,L04,L04-5-35,Adults,3
25,Mar 1,L04,L04-5-35,Pupae,0
25,Mar 1,L04,L04-5-35,Larvae,0
26,Mar 8,L04,L04-5-35,Adults,3
26,Mar 8,L04,L04-5-35,Pupae,0
26,Mar 8,L04,L04-5-35,Larvae,0
27,Mar 15,L04,L04-5-35,Adults,3
27,Mar 15,L04,L04-5-35,Pupae,0
27,Mar 15,L04,L04-5-35,Larvae,0
28,Mar 22,L04,L04-5-35,Adults,4
28,Mar 22,L04,L04-5-35,Pupae,0
28,Mar 22,L04,L04-5-35,Larvae,0
1,Sep 15,L05,L05-1-10,Adults,5
1,Sep 15,L05,L05-1-10,Pupae,0
1,Sep 15,L05,L05-1-10,Larvae,0
2,Sep. 22,L05,L05-1-10,Adults,4
2,Sep. 22,L05,L05-1-10,Pupae,0
2,Sep. 22,L05,L05-1-10,Larvae,0
3,Sep. 29,L05,L05-1-10,Adults,4
3,Sep. 29,L05,L05-1-10,Pupae,0
3,Sep. 29,L05,L05-1-10,Larvae,0
4,Oct. 6,L05,L05-1-10,Adults,2
4,Oct. 6,L05,L05-1-10,Pupae,0
4,Oct. 6,L05,L05-1-10,Larvae,0
5,Oct. 13,L05,L05-1-10,Adults,2
5,Oct. 13,L05,L05-1-10,Pupae,0
5,Oct. 13,L05,L05-1-10,Larvae,0
6,Oct 20,L05,L05-1-10,Adults,2
6,Oct 20,L05,L05-1-10,Pupae,0
6,Oct 20,L05,L05-1-10,Larvae,0
7,Oct. 27,L05,L05-1-10,Adults,1
7,Oct. 27,L05,L05-1-10,Pupae,0
7,Oct. 27,L05,L05-1-10,Larvae,0
8,Nov 3,L05,L05-1-10,Adults,0
8,Nov 3,L05,L05-1-10,Pupae,0
8,Nov 3,L05,L05-1-10,Larvae,0
9,Nov 10,L05,L05-1-10,Adults,0
9,Nov 10,L05,L05-1-10,Pupae,0
9,Nov 10,L05,L05-1-10,Larvae,0
10,Nov 17,L05,L05-1-10,Adults,0
10,Nov 17,L05,L05-1-10,Pupae,0
10,Nov 17,L05,L05-1-10,Larvae,0
11,Sep 15,L05,L05-1-10,Adults,0
11,Sep 15,L05,L05-1-10,Pupae,0
11,Sep 15,L05,L05-1-10,Larvae,0
12,Sep. 22,L05,L05-1-10,Adults,0
12,Sep. 22,L05,L05-1-10,Pupae,0
12,Sep. 22,L05,L05-1-10,Larvae,0
1,Sep 15,L05,L05-2-20,Adults,5
1,Sep 15,L05,L05-2-20,Pupae,0
1,Sep 15,L05,L05-2-20,Larvae,0
2,Sep. 22,L05,L05-2-20,Adults,4
2,Sep. 22,L05,L05-2-20,Pupae,0
2,Sep. 22,L05,L05-2-20,Larvae,0
3,Sep. 29,L05,L05-2-20,Adults,4
3,Sep. 29,L05,L05-2-20,Pupae,0
3,Sep. 29,L05,L05-2-20,Larvae,0
4,Oct. 6,L05,L05-2-20,Adults,4
4,Oct. 6,L05,L05-2-20,Pupae,0
4,Oct. 6,L05,L05-2-20,Larvae,2
5,Oct. 13,L05,L05-2-20,Adults,4
5,Oct. 13,L05,L05-2-20,Pupae,0
5,Oct. 13,L05,L05-2-20,Larvae,2
6,Oct 20,L05,L05-2-20,Adults,4
6,Oct 20,L05,L05-2-20,Pupae,0
6,Oct 20,L05,L05-2-20,Larvae,1
7,Oct. 27,L05,L05-2-20,Adults,3
7,Oct. 27,L05,L05-2-20,Pupae,0
7,Oct. 27,L05,L05-2-20,Larvae,1
8,Nov 3,L05,L05-2-20,Adults,3
8,Nov 3,L05,L05-2-20,Pupae,0
8,Nov 3,L05,L05-2-20,Larvae,1
9,Nov 10,L05,L05-2-20,Adults,3
9,Nov 10,L05,L05-2-20,Pupae,0
9,Nov 10,L05,L05-2-20,Larvae,1
10,Nov 17,L05,L05-2-20,Adults,3
10,Nov 17,L05,L05-2-20,Pupae,0
10,Nov 17,L05,L05-2-20,Larvae,2
11,Nov 24,L05,L05-2-20,Adults,3
11,Nov 24,L05,L05-2-20,Pupae,0
11,Nov 24,L05,L05-2-20,Larvae,4
12,Dec. 1,L05,L05-2-20,Adults,2
12,Dec. 1,L05,L05-2-20,Pupae,0
12,Dec. 1,L05,L05-2-20,Larvae,4
13,Dec. 8,L05,L05-2-20,Adults,2
13,Dec. 8,L05,L05-2-20,Pupae,0
13,Dec. 8,L05,L05-2-20,Larvae,3
14,Dec. 15,L05,L05-2-20,Adults,2
14,Dec. 15,L05,L05-2-20,Pupae,0
14,Dec. 15,L05,L05-2-20,Larvae,3
15,Dec. 22,L05,L05-2-20,Adults,2
15,Dec. 22,L05,L05-2-20,Pupae,0
15,Dec. 22,L05,L05-2-20,Larvae,3
16,Dec 29,L05,L05-2-20,Adults,2
16,Dec 29,L05,L05-2-20,Pupae,0
16,Dec 29,L05,L05-2-20,Larvae,3
17,Jan. 5,L05,L05-2-20,Adults,1
17,Jan. 5,L05,L05-2-20,Pupae,0
17,Jan. 5,L05,L05-2-20,Larvae,3
18,Jan 12,L05,L05-2-20,Adults,1
18,Jan 12,L05,L05-2-20,Pupae,0
18,Jan 12,L05,L05-2-20,Larvae,3
19,Jan 19,L05,L05-2-20,Adults,0
19,Jan 19,L05,L05-2-20,Pupae,0
19,Jan 19,L05,L05-2-20,Larvae,3
20,Jan 26,L05,L05-2-20,Adults,0
20,Jan 26,L05,L05-2-20,Pupae,1
20,Jan 26,L05,L05-2-20,Larvae,2
21,Feb 2,L05,L05-2-20,Adults,0
21,Feb 2,L05,L05-2-20,Pupae,2
21,Feb 2,L05,L05-2-20,Larvae,1
22,Feb 9,L05,L05-2-20,Adults,1
22,Feb 9,L05,L05-2-20,Pupae,2
22,Feb 9,L05,L05-2-20,Larvae,0
23,Feb 16,L05,L05-2-20,Adults,1
23,Feb 16,L05,L05-2-20,Pupae,2
23,Feb 16,L05,L05-2-20,Larvae,0
24,Feb 23,L05,L05-2-20,Adults,2
24,Feb 23,L05,L05-2-20,Pupae,1
24,Feb 23,L05,L05-2-20,Larvae,0
25,Mar 1,L05,L05-2-20,Adults,3
25,Mar 1,L05,L05-2-20,Pupae,0
25,Mar 1,L05,L05-2-20,Larvae,0
26,Mar 8,L05,L05-2-20,Adults,3
26,Mar 8,L05,L05-2-20,Pupae,0
26,Mar 8,L05,L05-2-20,Larvae,0
27,Mar 15,L05,L05-2-20,Adults,2
27,Mar 15,L05,L05-2-20,Pupae,0
27,Mar 15,L05,L05-2-20,Larvae,0
28,Mar 22,L05,L05-2-20,Adults,2
28,Mar 22,L05,L05-2-20,Pupae,0
28,Mar 22,L05,L05-2-20,Larvae,0
1,Sep 15,L05,L05-3-20,Adults,5
1,Sep 15,L05,L05-3-20,Pupae,0
1,Sep 15,L05,L05-3-20,Larvae,0
2,Sep. 22,L05,L05-3-20,Adults,4
2,Sep. 22,L05,L05-3-20,Pupae,0
2,Sep. 22,L05,L05-3-20,Larvae,0
3,Sep. 29,L05,L05-3-20,Adults,4
3,Sep. 29,L05,L05-3-20,Pupae,0
3,Sep. 29,L05,L05-3-20,Larvae,0
4,Oct. 6,L05,L05-3-20,Adults,2
4,Oct. 6,L05,L05-3-20,Pupae,0
4,Oct. 6,L05,L05-3-20,Larvae,0
5,Oct. 13,L05,L05-3-20,Adults,2
5,Oct. 13,L05,L05-3-20,Pupae,0
5,Oct. 13,L05,L05-3-20,Larvae,1
6,Oct 20,L05,L05-3-20,Adults,2
6,Oct 20,L05,L05-3-20,Pupae,0
6,Oct 20,L05,L05-3-20,Larvae,1
7,Oct. 27,L05,L05-3-20,Adults,2
7,Oct. 27,L05,L05-3-20,Pupae,0
7,Oct. 27,L05,L05-3-20,Larvae,1
8,Nov 3,L05,L05-3-20,Adults,2
8,Nov 3,L05,L05-3-20,Pupae,0
8,Nov 3,L05,L05-3-20,Larvae,1
9,Nov 10,L05,L05-3-20,Adults,2
9,Nov 10,L05,L05-3-20,Pupae,0
9,Nov 10,L05,L05-3-20,Larvae,1
10,Nov 17,L05,L05-3-20,Adults,2
10,Nov 17,L05,L05-3-20,Pupae,0
10,Nov 17,L05,L05-3-20,Larvae,1
11,Nov 24,L05,L05-3-20,Adults,2
11,Nov 24,L05,L05-3-20,Pupae,0
11,Nov 24,L05,L05-3-20,Larvae,1
12,Dec. 1,L05,L05-3-20,Adults,2
12,Dec. 1,L05,L05-3-20,Pupae,0
12,Dec. 1,L05,L05-3-20,Larvae,1
13,Dec. 8,L05,L05-3-20,Adults,2
13,Dec. 8,L05,L05-3-20,Pupae,0
13,Dec. 8,L05,L05-3-20,Larvae,1
14,Dec. 15,L05,L05-3-20,Adults,2
14,Dec. 15,L05,L05-3-20,Pupae,0
14,Dec. 15,L05,L05-3-20,Larvae,1
15,Dec. 22,L05,L05-3-20,Adults,2
15,Dec. 22,L05,L05-3-20,Pupae,0
15,Dec. 22,L05,L05-3-20,Larvae,1
16,Dec 29,L05,L05-3-20,Adults,2
16,Dec 29,L05,L05-3-20,Pupae,1
16,Dec 29,L05,L05-3-20,Larvae,0
17,Jan. 5,L05,L05-3-20,Adults,2
17,Jan. 5,L05,L05-3-20,Pupae,1
17,Jan. 5,L05,L05-3-20,Larvae,0
18,Jan 12,L05,L05-3-20,Adults,3
18,Jan 12,L05,L05-3-20,Pupae,0
18,Jan 12,L05,L05-3-20,Larvae,0
19,Jan 19,L05,L05-3-20,Adults,3
19,Jan 19,L05,L05-3-20,Pupae,0
19,Jan 19,L05,L05-3-20,Larvae,0
20,Jan 26,L05,L05-3-20,Adults,2
20,Jan 26,L05,L05-3-20,Pupae,0
20,Jan 26,L05,L05-3-20,Larvae,0
21,Feb 2,L05,L05-3-20,Adults,2
21,Feb 2,L05,L05-3-20,Pupae,0
21,Feb 2,L05,L05-3-20,Larvae,0
22,Feb 9,L05,L05-3-20,Adults,2
22,Feb 9,L05,L05-3-20,Pupae,0
22,Feb 9,L05,L05-3-20,Larvae,0
23,Feb 16,L05,L05-3-20,Adults,2
23,Feb 16,L05,L05-3-20,Pupae,0
23,Feb 16,L05,L05-3-20,Larvae,0
24,Feb 23,L05,L05-3-20,Adults,2
24,Feb 23,L05,L05-3-20,Pupae,0
24,Feb 23,L05,L05-3-20,Larvae,0
25,Mar 1,L05,L05-3-20,Adults,2
25,Mar 1,L05,L05-3-20,Pupae,0
25,Mar 1,L05,L05-3-20,Larvae,0
26,Mar 8,L05,L05-3-20,Adults,2
26,Mar 8,L05,L05-3-20,Pupae,0
26,Mar 8,L05,L05-3-20,Larvae,0
27,Mar 15,L05,L05-3-20,Adults,2
27,Mar 15,L05,L05-3-20,Pupae,0
27,Mar 15,L05,L05-3-20,Larvae,0
28,Mar 22,L05,L05-3-20,Adults,2
28,Mar 22,L05,L05-3-20,Pupae,0
28,Mar 22,L05,L05-3-20,Larvae,0
1,Sep 15,L05,L05-4-30,Adults,5
1,Sep 15,L05,L05-4-30,Pupae,0
1,Sep 15,L05,L05-4-30,Larvae,0
2,Sep. 22,L05,L05-4-30,Adults,4
2,Sep. 22,L05,L05-4-30,Pupae,0
2,Sep. 22,L05,L05-4-30,Larvae,0
3,Sep. 29,L05,L05-4-30,Adults,4
3,Sep. 29,L05,L05-4-30,Pupae,0
3,Sep. 29,L05,L05-4-30,Larvae,0
4,Oct. 6,L05,L05-4-30,Adults,4
4,Oct. 6,L05,L05-4-30,Pupae,0
4,Oct. 6,L05,L05-4-30,Larvae,0
5,Oct. 13,L05,L05-4-30,Adults,4
5,Oct. 13,L05,L05-4-30,Pupae,0
5,Oct. 13,L05,L05-4-30,Larvae,0
6,Oct 20,L05,L05-4-30,Adults,3
6,Oct 20,L05,L05-4-30,Pupae,0
6,Oct 20,L05,L05-4-30,Larvae,0
7,Oct. 27,L05,L05-4-30,Adults,3
7,Oct. 27,L05,L05-4-30,Pupae,0
7,Oct. 27,L05,L05-4-30,Larvae,0
8,Nov 3,L05,L05-4-30,Adults,2
8,Nov 3,L05,L05-4-30,Pupae,0
8,Nov 3,L05,L05-4-30,Larvae,0
9,Nov 10,L05,L05-4-30,Adults,2
9,Nov 10,L05,L05-4-30,Pupae,0
9,Nov 10,L05,L05-4-30,Larvae,0
10,Nov 17,L05,L05-4-30,Adults,1
10,Nov 17,L05,L05-4-30,Pupae,0
10,Nov 17,L05,L05-4-30,Larvae,0
11,Nov 24,L05,L05-4-30,Adults,1
11,Nov 24,L05,L05-4-30,Pupae,0
11,Nov 24,L05,L05-4-30,Larvae,0
12,Dec. 1,L05,L05-4-30,Adults,1
12,Dec. 1,L05,L05-4-30,Pupae,0
12,Dec. 1,L05,L05-4-30,Larvae,0
13,Dec. 8,L05,L05-4-30,Adults,1
13,Dec. 8,L05,L05-4-30,Pupae,0
13,Dec. 8,L05,L05-4-30,Larvae,0
14,Dec. 15,L05,L05-4-30,Adults,1
14,Dec. 15,L05,L05-4-30,Pupae,0
14,Dec. 15,L05,L05-4-30,Larvae,0
1,Sep 15,L05,L05-5-30,Adults,5
1,Sep 15,L05,L05-5-30,Pupae,0
1,Sep 15,L05,L05-5-30,Larvae,0
2,Sep. 22,L05,L05-5-30,Adults,3
2,Sep. 22,L05,L05-5-30,Pupae,0
2,Sep. 22,L05,L05-5-30,Larvae,0
3,Sep. 29,L05,L05-5-30,Adults,3
3,Sep. 29,L05,L05-5-30,Pupae,0
3,Sep. 29,L05,L05-5-30,Larvae,0
4,Oct. 6,L05,L05-5-30,Adults,2
4,Oct. 6,L05,L05-5-30,Pupae,0
4,Oct. 6,L05,L05-5-30,Larvae,0
5,Oct. 13,L05,L05-5-30,Adults,2
5,Oct. 13,L05,L05-5-30,Pupae,0
5,Oct. 13,L05,L05-5-30,Larvae,0
6,Oct 20,L05,L05-5-30,Adults,2
6,Oct 20,L05,L05-5-30,Pupae,0
6,Oct 20,L05,L05-5-30,Larvae,0
7,Oct. 27,L05,L05-5-30,Adults,2
7,Oct. 27,L05,L05-5-30,Pupae,0
7,Oct. 27,L05,L05-5-30,Larvae,0
8,Nov 3,L05,L05-5-30,Adults,2
8,Nov 3,L05,L05-5-30,Pupae,0
8,Nov 3,L05,L05-5-30,Larvae,0
9,Nov 10,L05,L05-5-30,Adults,1
9,Nov 10,L05,L05-5-30,Pupae,0
9,Nov 10,L05,L05-5-30,Larvae,0
10,Nov 17,L05,L05-5-30,Adults,0
10,Nov 17,L05,L05-5-30,Pupae,0
10,Nov 17,L05,L05-5-30,Larvae,0
11,Nov 24,L05,L05-5-30,Adults,0
11,Nov 24,L05,L05-5-30,Pupae,0
11,Nov 24,L05,L05-5-30,Larvae,0
12,Dec. 1,L05,L05-5-30,Adults,0
12,Dec. 1,L05,L05-5-30,Pupae,0
12,Dec. 1,L05,L05-5-30,Larvae,0
13,Dec. 8,L05,L05-5-30,Adults,0
13,Dec. 8,L05,L05-5-30,Pupae,0
13,Dec. 8,L05,L05-5-30,Larvae,0